SiteName,SiteID,PrimaryUse,Borough,AreaHa,Easting,Northing,Qualifier,Access,DataSource,DataVersion,ReleaseDate,Copyright
Bixley Fields,OS_Ea_0030,Recreation ground,Ealing,1.117,512948,178995,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Windmill Lane Recreation Ground,OS_Ea_0503,Recreation ground,Ealing,0.2902,514248,181716,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Convent Gardens Playground,OS_KC_0076,Formal garden,Kensington and Chelsea,0.0362,524519,181211,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Beaufort Court Playground,OS_RT_0308,Play space,Richmond upon Thames,0.1742,517052,171558,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Godley Gardens,OS_Wa_0079,Park,Wandsworth,0.2707,526767,173094,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Parsons Green,OS_HF_0050,Common,Hammersmith and Fulham,1.0417,525122,176467,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Wandle Tributary/Branch,OS_Me_0249,River,Merton,0.2095,526647,169846,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Eskdale Avenue Open Space,OS_Ea_0147,Amenity green space,Ealing,1.0916,512864,183832,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Alexandra Road Park,OS_Ca_0007,Park,Camden,1.2235,526043,183839,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Church Path Wood and River Brent (Brent Lodge Park),OS_Ea_0084,River,Ealing,0.6349,515083,180380,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Oldfield Recreation Ground,OS_Ea_0334,Recreation ground,Ealing,2.0501,514819,183697,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Ruislip Road East Conservation Area,OS_Ea_0380,Nature reserve,Ealing,2.8715,515122,182269,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Tivoli Park,OS_La_0286,Park,Lambeth,1.6477,531966,171246,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Northbrook Road Playground,OS_Cr_0205,Play space,Croydon,0.2714,532659,167780,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Bramford Gardens,OS_Wa_0135,Park,Wandsworth,0.4187,526090,175185,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Tavistock Square Gardens (Camden),OS_Ca_0076,Formal garden,Camden,0.9491,529892,182338,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Cromwell Gardens Triangle,OS_KC_0085,Formal garden,Kensington and Chelsea,0.0476,526969,178996,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Athlone Gardens,OS_KC_0011,Park,Kensington and Chelsea,0.4658,524201,181919,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Owens Fields,OS_Is_0475,Park,Islington,0.1826,531547,183013,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Calthorpe Community Garden,OS_Ca_0029,Community garden,Camden,0.4383,530678,182570,Centroid,Restricted,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
South Kilburn Open Space,OS_Br_0198,Park,Brent,1.3789,525074,182966,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Mount Street Gardens,OS_We_0105,Formal garden,Westminster,0.606,528463,180553,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Riverside Walk (City of London),OS_Ci_0147,Civic/market square,City of London,1.694,532368,180699,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Lonsdale Road Plantation,OS_RT_0387,Public woodland,Richmond upon Thames,0.5521,521696,176899,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Hazel Road,OS_Br_0272,Amenity green space,Brent,0.4931,523085,182764,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Ham Lands,OS_RT_0347,Nature reserve,Richmond upon Thames,61.4839,516596,172260,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Benn's Alley,OS_RT_0310,Amenity green space,Richmond upon Thames,0.0422,513935,169452,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Kensington Gardens,OS_MB_0058,Park,Kensington and Chelsea; Westminster,107.6707,526417,180211,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Holland Park,OS_KC_0158,Park,Kensington and Chelsea,21.1442,524782,179734,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Warwick Dene (Ealing),OS_Ea_0480,Formal garden,Ealing,0.2921,518406,180156,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Bevington Road Gardens,OS_KC_0038,Formal garden,Kensington and Chelsea,0.0235,524499,181682,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Jersey Gardens,OS_Ho_0130,Park,Hounslow,4.2506,515257,177347,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
St.Vedast (Foster Lane),OS_Ci_0215,Cemetery/churchyard,City of London,0.0081,532202,181285,Centroid,Restricted,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Carter Lane Gardens,OS_Ci_0040,Park,City of London,0.1759,532064,181060,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Stone Wharf,OS_We_0176,Civic/market square,Westminster,0.1958,526360,181751,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Old Barnes Cemetery,OS_RT_0399,Cemetery/churchyard,Richmond upon Thames,0.8087,522723,176148,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
St. Mary the Virgin Southall,OS_Ea_0428,Cemetery/churchyard,Ealing,0.1628,513488,178621,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Brixton Orchard,OS_La_0335,Formal garden,Lambeth,0.0998,530947,175028,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Grotto Road Open Space,OS_RT_0058,Amenity green space,Richmond upon Thames,0.2492,515837,172821,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Dundonald Recreation Ground,OS_Me_0053,Recreation ground,Merton,4.8648,524580,169979,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Duke of Northumberland River,OS_RT_0044,River,Richmond upon Thames,1.0562,515113,173980,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
